Reviewed by,Notes,"Score (-1=copyright, ?=questionable, 0=unrelated, 1=poor, 2=average, 3=good, 4=great, 5=pro, Approved=assume okay given past videos)",In playlist on anyTVgames?,YouTube views,User,Country Code,Country Name,Video_Link,Video_Offer,Video_Clicks
sheldon,,2,1,"25,228",Xeleko,FR,France,www.youtube.com/watch?v=OqmVbUq8kpI,PlanetSide 2,16
sheldon,,2,1,"18,388",Xeleko,FR,France,www.youtube.com/watch?v=05aZe3IdNV8,Tera,52
Tyler,,2,,"3,392",Xeleko,FR,France,www.youtube.com/watch?v=lRYeZS3ErtA,Tera,3
Tyler,,2,,"3,411",Xeleko,,,www.youtube.com/watch?v=tlLsA8gRocw,Neverwinter,1
Tyler,,2,,"3,212",Xeleko,,,www.youtube.com/watch?v=k1vg0d628bc,Neverwinter,3
Tyler,,2,,"1,448",Xeleko,,,www.youtube.com/watch?v=Hl2XQ2usgDc,Neverwinter,2
Callum,,2,1,"64,421",xLetalis,BG,Bulgaria,www.youtube.com/watch?v=LrxghwHgbYc,Star Wars: The Old Republic (SWTOR),30
Sohaib,,2,,"58,742",xLetalis,BG,Bulgaria,www.youtube.com/watch?v=8rJsnUV2sxU,Star Wars: The Old Republic (SWTOR),2
Sohaib,,2,,"53,287",xLetalis,BG,Bulgaria,www.youtube.com/watch?v=CQFhPXZRJkk,Star Wars: The Old Republic (SWTOR),3
Callum,,2,1,"53,089",xLetalis,BG,Bulgaria,www.youtube.com/watch?v=-BYrbygYFog,Star Wars: The Old Republic (SWTOR),11
Callum,,2,1,"52,058",xLetalis,BG,Bulgaria,www.youtube.com/watch?v=_993gc1QHWc,Star Wars: The Old Republic (SWTOR),66
Sohaib,,2,,49,xSilva16,PT,Portugal,www.youtube.com/watch?v=WR50HH3GIT0,Call of Duty,1
Sohaib,,2,,34,xSilva16,PT,Portugal,www.youtube.com/watch?v=OI_gDHxgR5k,Call of Duty,1
Sohaib,,2,,23,xSilva16,PT,Portugal,www.youtube.com/watch?v=fOyAMmzBes8,Call of Duty,1
Sohaib,,2,,18,xSilva16,PT,Portugal,www.youtube.com/watch?v=xtyZfyPfM7M,Call of Duty,1
Tyler,,2,,7,xSilva16,,,www.youtube.com/watch?v=Ey7Zy-Df9Mg,Call of Duty,2
Sohaib,,2,,160,Yassahi Tsu-Kun,US,United States,www.youtube.com/watch?v=VKWB6JT1vTs,Ghost Recon,1
Sohaib,,2,,23,Yassahi Tsu-Kun,US,United States,www.youtube.com/watch?v=5TdV02aEfoI,Ghost Recon,1
Sohaib,,2,,"1,900",Youtube Gamer,US,United States,www.youtube.com/watch?v=O0rfjtB9cyM,Minecraft,3
Sohaib,,2,,351,Youtube Gamer,US,United States,www.youtube.com/watch?v=kv4sCQ4yqj8,Minecraft,1
Sohaib,,2,,319,Youtube Gamer,US,United States,www.youtube.com/watch?v=wFvUtZYl4S8,Minecraft,2
Tyler,,2,,"1,956",Youtube Gamer,,,www.youtube.com/watch?v=nkBSSXmYlXQ,Minecraft,1
Tyler,,2,,301,Youtube Gamer,,,www.youtube.com/watch?v=IQNPRWw3ZiY,Minecraft,1
Sohaib,,2,,208,Youtube Partner,CA,Canada,www.youtube.com/watch?v=071ZW7o3aDA,League of Legends,1
Sheldon,,2,1,"154,584",Zachary Sharpes,US,United States,www.youtube.com/watch?v=PuWG-aVlX7U,Tera,350
Callum,,2,1,"100,289",Zachary Sharpes,US,United States,www.youtube.com/watch?v=QKqWHsKWnPU,Tera,127
Stefan,,2,,"9,514",Zachary Sharpes,US,United States,www.youtube.com/watch?v=e_xmaxopP24,Tera,10
Jordan H,,2,,163,Zekyga,US,United States,www.youtube.com/watch?v=dChTZqeYE5w,Elsword,3
Jordan H,,2,,125,Zekyga,US,United States,www.youtube.com/watch?v=vCgJF9ek87o,Elsword,2
Sohaib,,3,,246,Adam Giroux,CA,Canada,www.youtube.com/watch?v=Z-rjvp_C4ao,Godsrule,2
Sohaib,,3,,163,Adam Giroux,CA,Canada,www.youtube.com/watch?v=g3stPsPx3W0,Ghost Recon,19
sheldon,,3,1,"19,220",Adam Hueston,UK,United Kingdom,www.youtube.com/watch?v=nt0LSBA--_c,Tera,31
Sohaib,,3,,"1,244",Adam RumiÅ„ski,PL,Poland,www.youtube.com/watch?v=tx27X6q8Q2o,Marvel Avengers Alliance,60
Sohaib,,3,,"26,292",Alauran,US,United States,www.youtube.com/watch?v=OlvH9U1eZK0,League of Legends,2
Sohaib,,3,,"24,578",Alauran,US,United States,www.youtube.com/watch?v=A3F7VyY4RSk,League of Legends,3
Sohaib,,3,,"6,060",Alauran,US,United States,www.youtube.com/watch?v=fWSO2QMOVuQ,League of Legends,1
Sohaib,In-game giveaway,3,,"3,684",Alauran,US,United States,www.youtube.com/watch?v=1ROjW4JpvBw,League of Legends,1
Sohaib,,3,,"2,041",Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=g2ERIeUt0S0,Smite,13
Sohaib,,3,,"1,619",Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=8vxfUoiYTwM,Smite,13
Sohaib,,3,,901,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=hPM5dYEdvYY,Smite,8
Sohaib,,3,,755,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=sIp6X3V6EZU,Minecraft,3
Sohaib,,3,,709,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=yeR33BXnmxA,Smite,1
Sohaib,,3,,648,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=zwjztGsvycQ,Smite,1
Sohaib,,3,,609,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=i68YcolXwbQ,Star Wars: The Old Republic (SWTOR),1
Sohaib,,3,,328,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=lcfnoA3xDW0,Minecraft,2
Sohaib,,3,,167,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=lGaXe-AlPjA,Minecraft,1
Sohaib,,3,,156,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=VGohKFwALpA,Minecraft,1
Sohaib,,3,,135,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=ufxjZeywnAQ,Minecraft,1
Sohaib,,3,,123,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=wvkLtv-QkxU,Minecraft,1
Sohaib,,3,,120,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=ZxLBDIef9iM,Minecraft,5
Sohaib,,3,,112,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=JrZ4KzCMcZI,Call of Duty,3
Sohaib,,3,,107,Alec Dilkes,UK,United Kingdom,www.youtube.com/watch?v=pHIU9RvSLpg,Minecraft,1
Tyler,,3,,317,Alec Dilkes,,,www.youtube.com/watch?v=QPlXZjfIqTk,Call of Duty,1
Sohaib,,3,,"51,698",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=rvJytdSHVcg,League of Legends,1
Sohaib,,3,,"32,011",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=k73LlpbUC6M,League of Legends,8
Sohaib,,3,,"13,076",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=eRr_XGgoH7U,League of Legends,7
Sohaib,,3,,"10,141",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=4ZBpzwEvKDU,League of Legends,7
Sohaib,,3,,"9,688",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=xG1qN0iq-VQ,League of Legends,4
Sohaib,,3,,"7,967",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=NzdCwHM1A8U,League of Legends,5
Sohaib,,3,,"6,662",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=XjoVttni4yg,League of Legends,3
Sohaib,,3,,"6,485",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=d3ep2r3qGkk,League of Legends,7
Sohaib,,3,,"5,568",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=z6196rw-0gE,League of Legends,5
Sohaib,,3,,"5,261",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=n8zXRWpDJlM,League of Legends,4
Sohaib,,3,,"4,527",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=RozKPWAj4Sk,League of Legends,3
Sohaib,,3,,"4,347",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=ZZtD3MoIW28,League of Legends,2
Sohaib,,3,,"4,308",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=5jUJCIgYjUw,League of Legends,5
Sohaib,,3,,"4,074",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=P0KlozanwTg,League of Legends,4
Sohaib,,3,,"3,547",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=B3w_zCbengA,League of Legends,1
Sohaib,,3,,"3,500",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=RsY2RHZhY5w,League of Legends,5
Sohaib,,3,,"3,236",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=druGvPdQF_I,League of Legends,4
Sohaib,,3,,"3,208",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=6pvHSpH9U6o,League of Legends,1
Sohaib,,3,,"2,970",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=rW2FQxJNppI,League of Legends,2
Sohaib,,3,,"2,893",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=pWxFdwWFra4,League of Legends,3
Sohaib,,3,,"2,755",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=fEWiZxozRVc,League of Legends,3
Sohaib,,3,,"2,492",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=rhfO5-HVOVA,League of Legends,3
Sohaib,,3,,"2,204",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=ww8DEbNedA0,League of Legends,1
Sohaib,,3,,"2,190",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=MzvDPOZvSqU,League of Legends,3
Sohaib,,3,,"2,108",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=PGon5yYCXcU,League of Legends,2
Sohaib,,3,,"1,988",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=yvYiYGNSJw0,League of Legends,1
Sohaib,,3,,"1,919",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=AEPictldcfY,League of Legends,1
Sohaib,,3,,"1,779",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=34S6c646NQo,League of Legends,2
Sohaib,,3,,"1,737",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=nefVLztGU0A,League of Legends,3
Sohaib,,3,,"1,107",Alexander Lewis,CA,Canada,www.youtube.com/watch?v=RW3U-hzBGDc,League of Legends,2
Sohaib,,3,,995,Alexander Lewis,CA,Canada,www.youtube.com/watch?v=ObarZWsbTx4,League of Legends,3
Tyler,,3,,"4,224",Alexander Lewis,,,www.youtube.com/watch?v=UxElZ9HYpxw,League of Legends,1
Tyler,,3,,"2,608",Alexander Lewis,,,www.youtube.com/watch?v=YcOwh88Ottw,League of Legends,1
Tyler,,3,,"1,156",Alexander Lewis,,,www.youtube.com/watch?v=Wka8r4WPZ2Y,League of Legends,1
Tyler,,3,,"1,115",Alexander Lewis,,,www.youtube.com/watch?v=DS5d8gjGBNU,League of Legends,2
Sohaib,any.TV intro!,3,,600,Alexander StorÃ¥s,SE,Sweden,www.youtube.com/watch?v=YFQf1HxQnZ8,DC Universe Online (DCUO),3
Sohaib,any.TV intro!,3,,361,Alexander StorÃ¥s,SE,Sweden,www.youtube.com/watch?v=aSwKGP3xCIs,DC Universe Online (DCUO),2
Sohaib,any.TV intro!,3,,175,Alexander StorÃ¥s,SE,Sweden,www.youtube.com/watch?v=ofkMASumsxo,DC Universe Online (DCUO),1
Sohaib,any.TV intro!,3,,165,Alexander StorÃ¥s,SE,Sweden,www.youtube.com/watch?v=Bg-f7yniFeo,DC Universe Online (DCUO),1
Sohaib,any.TV intro!,3,,135,Alexander StorÃ¥s,SE,Sweden,www.youtube.com/watch?v=EhHtGXqaKGE,DC Universe Online (DCUO),1
Sohaib,any.TV intro!,3,,132,Alexander StorÃ¥s,SE,Sweden,www.youtube.com/watch?v=ltemRyoMk3E,DC Universe Online (DCUO),1
Sohaib,any.TV intro!,3,,57,Alexander StorÃ¥s,SE,Sweden,www.youtube.com/watch?v=DFs0rEWtAko,DC Universe Online (DCUO),1
Tyler,,3,,50,Alexander StorÃ¥s,,,www.youtube.com/watch?v=XAtIHHs5UqA,DC Universe Online (DCUO),1
Sohaib,,3,,"3,335",Alvin Tang,NZ,New Zealand,www.youtube.com/watch?v=ixs84RYe2t0,Warframe,1
Sohaib,,3,,"1,462",Alvin Tang,NZ,New Zealand,www.youtube.com/watch?v=DVBxLdNskp4,Warframe,1
Sohaib,,3,,"94,477",Ameen Mohiyuddin,US,United States,www.youtube.com/watch?v=k0RgV0LHwcg,League of Legends,1
Sohaib,,3,,"85,622",Ameen Mohiyuddin,US,United States,www.youtube.com/watch?v=2bzXI-aG9oY,League of Legends,1
Sohaib,,3,,"80,957",Ameen Mohiyuddin,US,United States,www.youtube.com/watch?v=l--hoMISplY,League of Legends,1
Sohaib,,3,,"57,311",Ameen Mohiyuddin,US,United States,www.youtube.com/watch?v=9zIwpoHiKLg,League of Legends,2
Sohaib,,3,,"56,228",Ameen Mohiyuddin,US,United States,www.youtube.com/watch?v=6t100d1YqC4,League of Legends,1
Danny,,3,,"35,415",Ameen Mohiyuddin,US,United States,www.youtube.com/watch?v=c7Xq8hwuEng,League of Legends,12
Jesse,,3,,864,Ameen Mohiyuddin,US,United States,www.youtube.com/watch?v=0_ZTHXHSQc4,League of Legends,1
Stefan,,3,,"9,951",AnbraxasGames,US,United States,www.youtube.com/watch?v=qysBqUQZCEI,Star Wars: The Old Republic (SWTOR),30
Jesse,,3,,"4,312",AnbraxasGames,US,United States,www.youtube.com/watch?v=WSRprQWL90Y,Age of Wushu,18
Jesse,,3,,"3,141",AnbraxasGames,US,United States,www.youtube.com/watch?v=dMJKCwynT4w,Age of Wushu,39
Jesse,,3,,210,AnbraxasGames,US,United States,www.youtube.com/watch?v=VtTarWPw9_M,War Thunder,6
Jesse,Same video as the one above,3,,136,AnbraxasGames,US,United States,www.youtube.com/watch?v=Rv97C9hl3u8,War Thunder,1
Jesse,,3,,"1,574",Arthur Auditore,MX,Mexico,www.youtube.com/watch?v=Gp9j3xLTaa4,Scarlet Blade,160
Jesse,,3,,570,atrexii,UK,United Kingdom,www.youtube.com/watch?v=iuItzy-73rI,Age of Wushu,4
sheldon,,3,1,"27,738",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=OS95GX3Xp-I,Guild Wars 2,14
sheldon,,3,1,"26,426",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Z3i0bwwK8qk,Guild Wars 2,28
sheldon,,3,1,"25,319",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=8Xo8Y9wxXq0,Guild Wars 2,10
sheldon,,3,1,"24,371",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=42ATDcD1V6w,Guild Wars 2,27
Daan,,3,,"23,375",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Gj3U3IxcwMw,Star Wars: The Old Republic (SWTOR),3
Daan,,3,,"19,505",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=9PNbFV0Fw14,Star Wars: The Old Republic (SWTOR),2
sheldon,,3,1,"17,333",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=p3yPt4OhRL0,Guild Wars 2,14
sheldon,,3,,"14,492",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=BlphVOODDIQ,The Secret World,15
sheldon,,3,1,"11,988",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=B-7hQi8a8gk,Guild Wars 2,16
sheldon,,3,1,"11,312",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=pIDL9UoQoBI,Tera,31
Stefan,,3,,"10,237",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=tgopH_6pbfU,Guild Wars 2,83
Stefan,,3,,"8,049",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=1hJO_Mu6uJ0,Guild Wars 2,17
Daan,,3,,"5,899",Bart Boucher,CA,Canada,www.youtube.com/watch?v=x7AkPjRclDI,Age of Wushu,31
Sohaib,,3,,"4,644",BjÃ¶rn Zschaler,DE,Germany,www.youtube.com/watch?v=fhcpvX445jQ,World of Tanks,1
Tyler,,3,,"125,337",Bohemian Eagle,UK,United Kingdom,www.youtube.com/watch?v=HapBm2TX85k,World of Tanks,4
Eric,,3,,"36,191",Bohemian Eagle,UK,United Kingdom,www.youtube.com/watch?v=uZKaKoQgAtI,World of Tanks,43
sheldon,,3,1,"27,251",Bohemian Eagle,UK,United Kingdom,www.youtube.com/watch?v=SPTdWcYqxdk,World of Tanks,21
Tyler,,3,,"59,430",Bohemian Eagle,,,www.youtube.com/watch?v=-2HTBbNhLaA,World of Tanks,75
Tyler,,3,,"35,376",Bohemian Eagle,,,www.youtube.com/watch?v=y2Oetk09V5E,World of Tanks,14
Callum,,3,,"3,274",Bradley,UK,United Kingdom,www.youtube.com/watch?v=XwQ7E1o6KjE,Ghost Recon,486
Eric,,3,,"2,212",Bradley,UK,United Kingdom,www.youtube.com/watch?v=j3Jbe7D-9x8,Ghost Recon,151
Eric,,3,,"1,679",Bradley,UK,United Kingdom,www.youtube.com/watch?v=er-G3_LLUEQ,Ghost Recon,25
Eric,,3,,"1,405",Bradley,UK,United Kingdom,www.youtube.com/watch?v=XoStdIpsixU,Ghost Recon,127
Eric,,3,,201,Bradley,UK,United Kingdom,www.youtube.com/watch?v=N7-3pgaU3h0,Ghost Recon,5
Tyler,,3,,"324,321",Bumba13,FI,Finland,www.youtube.com/watch?v=wCp-2h1GMEI,League of Legends,8
Tyler,,3,,"11,040",Bumba13,,,www.youtube.com/watch?v=aHyCa0cMLAU,League of Legends,3
sheldon,,3,1,"27,341",Canal Let&#039;s Play Videos,BR,Brazil,www.youtube.com/watch?v=K4pPDwOdOz8,Tera,233
sheldon,,3,1,"20,361",Canal Let&#039;s Play Videos,BR,Brazil,www.youtube.com/watch?v=eFVbL886Luw,Aion,489
Tyler,,3,,"9,531",Canal Let&#039;s Play Videos,BR,Brazil,www.youtube.com/watch?v=u-oyxq3Xt-E,Warframe,1
Tyler,,3,,800,Canal Let&#039;s Play Videos,,,www.youtube.com/watch?v=J53BiRf4rkI,Guild Wars 2,19
Tyler,,3,,34,CaptainSunnyDew,,,www.youtube.com/watch?v=fzSRpLKtLIA,Warframe,2
Tyler,,3,,"5,416",Christopher Lim,US,United States,www.youtube.com/watch?v=GfVCJqHZfIA,Maple Story,8
Tyler,,3,,164,Christopher Lim,,,www.youtube.com/watch?v=CxuPAB48gBY,The Hobbit,1
Sohaib,,3,,"74,037",ClÃ©ment Gamero,,,www.youtube.com/watch?v=LG1WNxygx9k,World of Tanks,11
Sohaib,,3,,"30,953",ClÃ©ment Gamero,,,www.youtube.com/watch?v=_Em4QZd_dDU,World of Tanks,8
Sohaib,,3,,"3,562",clanORDERtv,RU,Russian Federation,www.youtube.com/watch?v=PX7fVeb-Xiw,Panzar,3
Tyler,,3,,330,ClaymoarPlays,CA,Canada,www.youtube.com/watch?v=3D24oZMKPHo,Warframe,4
sheldon,,3,1,"28,813",CoJaGram,PL,Poland,www.youtube.com/watch?v=ARBEBmJRy9E,Aion,135
Jesse,,3,,129,Colin Nelson,US,United States,www.youtube.com/watch?v=ol67u9Mqkq8,League of Legends,2
Callum,,3,1,"79,326",ColloseusX,UK,United Kingdom,www.youtube.com/watch?v=QH86XuPRO04,Tera,15
Jesse,,3,,"2,000",Corey Grumley,US,United States,www.youtube.com/watch?v=7nD3pOBiat4,League of Legends,39
sheldon,,3,,"21,866",DagelijksHaaDee,NL,Netherlands,www.youtube.com/watch?v=HFLYCsSsxQ8,Big Farm,216
Sohaib,,3,,"5,189",DagelijksHaaDee,,,www.youtube.com/watch?v=YIqijPriY-Y,Tera,174
Sohaib,,3,,"4,316",DagelijksHaaDee,,,www.youtube.com/watch?v=XGOt-IquTHg,Tera,205
Sohaib,,3,,"2,724",DagelijksHaaDee,,,www.youtube.com/watch?v=juBwvVvjnu8,Tera,98
Sohaib,,3,,"203,706",Dan Wyatt,UK,United Kingdom,www.youtube.com/watch?v=UkEp93whJK0,League of Legends,4
Sohaib,,3,,"86,927",Dan Wyatt,UK,United Kingdom,www.youtube.com/watch?v=aALKmII_eFI,League of Legends,8
Sohaib,,3,,"74,629",Dan Wyatt,UK,United Kingdom,www.youtube.com/watch?v=AwjfRpObtvg,League of Legends,1
Tyler,,3,,"14,449",Dan Wyatt,,,www.youtube.com/watch?v=7wRYc1bLGDk,League of Legends,2
Tyler,,3,,"10,627",Dan Wyatt,,,www.youtube.com/watch?v=nbfAQV-emwY,League of Legends,1
Tyler,,3,,"9,552",Dan Wyatt,,,www.youtube.com/watch?v=2sAfCTzEhx8,League of Legends,3
Tyler,,3,,"8,692",Dan Wyatt,,,www.youtube.com/watch?v=ZD2C6VrGPxY,League of Legends,4
Tyler,,3,,"4,638",Dan Wyatt,,,www.youtube.com/watch?v=M65iA7jYYaM,League of Legends,1
Tyler,,3,,"3,905",Dan Wyatt,,,www.youtube.com/watch?v=nHeIjYgIr9Y,League of Legends,1
Sohaib,,3,,"3,644",Daniel Guernick,US,United States,www.youtube.com/watch?v=lEOswIulF14,Warframe,1
Sohaib,,3,,771,Daniel Guernick,US,United States,www.youtube.com/watch?v=dDWjK_i45vw,Warframe,3
Sohaib,,3,,862,Daniel Weiler,US,United States,www.youtube.com/watch?v=HbzFjhH76hA,Smite,6
Tyler,,3,,73,Daniel Weiler,,,www.youtube.com/watch?v=4leqUwTx-mw,Team Fortress 2,1
Sohaib,,3,,"1,084",Daniel Zimmer,DE,Germany,www.youtube.com/watch?v=ENHmMR95_VU,Age of Wushu,4
Sohaib,,3,,"3,880",daranth,UK,United Kingdom,www.youtube.com/watch?v=SrMb-aLr00U,Star Trek Online,1
Sohaib,,3,,"1,586",daranth,UK,United Kingdom,www.youtube.com/watch?v=e8gm5ZCVQMY,Star Trek Online,3
Sohaib,,3,,526,Dark Catharsis Productions,US,United States,www.youtube.com/watch?v=QAglZKroXZQ,Warframe,114
Callum,,3,,"46,533",David Jacob,CA,Canada,www.youtube.com/watch?v=GRS6ogtIzBw,Ghost Recon,972
Sohaib,,3,,759,David Jacob,CA,Canada,www.youtube.com/watch?v=eAwyrJu9yeE,PlanetSide 2,9
Tyler,,3,,"3,773",DCUOcommentary,UK,United Kingdom,www.youtube.com/watch?v=G34C1LEkksY,DC Universe Online (DCUO),6
Tyler,,3,,"1,854",DCUOcommentary,,,www.youtube.com/watch?v=dXKAsnJFMDM,DC Universe Online (DCUO),1
Tyler,,3,,"1,567",DCUOcommentary,,,www.youtube.com/watch?v=U2eViGOu-KM,DC Universe Online (DCUO),1
Sohaib,,3,,"5,481",Dean McIntyre,US,United States,www.youtube.com/watch?v=JTe02WbPSMM,Tera,4
Sohaib,,3,,364,Dean McIntyre,US,United States,www.youtube.com/watch?v=chqJ3b7hotc,Age of Wushu,6
Sohaib,,3,,210,Dean McIntyre,US,United States,www.youtube.com/watch?v=BGzbAXLBBrI,Minecraft,1
Sohaib,,3,,205,Dean McIntyre,US,United States,www.youtube.com/watch?v=Il0bBxh5zlI,Simcity,1
Sohaib,,3,,"10,669",EfectivTV,RO,Romania,www.youtube.com/watch?v=6KE7d4bpHK4,League of Legends,7
Sohaib,,3,,"5,831",EfectivTV,RO,Romania,www.youtube.com/watch?v=BoyrIfa0_hg,League of Legends,1
Tyler,,3,,"1,304",EfectivTV,,,www.youtube.com/watch?v=dKl7OOKsfK8,League of Legends,1
Sohaib,,3,,444,effgaming,SE,Sweden,www.youtube.com/watch?v=A7YWfuzlaw0,World of Tanks,1
Sohaib,,3,,"2,353",Elodie Legale,FR,France,www.youtube.com/watch?v=WH7p2r_qEYE,DC Universe Online (DCUO),9
Tyler,,3,,"1,167",Energyone,US,United States,www.youtube.com/watch?v=10Kkg7AS-7U,PlanetSide 2,1
Tyler,,3,,977,Energyone,US,United States,www.youtube.com/watch?v=Ax9qPXrm7nI,Planetside 2,1
Tyler,,3,,838,Energyone,,,www.youtube.com/watch?v=nHoH62RGdwI,PlanetSide 2,1
Tyler,,3,,116,Eric Taylor,US,United States,www.youtube.com/watch?v=7tWsaTU5cTo,World of Tanks,3
Jesse,,3,,209,Ethan Condon,US,United States,www.youtube.com/watch?v=NMvt9Zh3CGA,Scarlet Blade,1
Stefan,,3,,"6,975",Flank Productions LLC,US,United States,www.youtube.com/watch?v=kSaJd9Mtib4,Warframe,13
Sohaib,,3,,"1,584",Flank Productions LLC,US,United States,www.youtube.com/watch?v=p010_BDKeNQ,Warframe,1
Tyler,,3,,499,Flank Productions LLC,,,www.youtube.com/watch?v=Tp-dMRNcw6k,Ghost Recon,1
Tyler,,3,,182,Flank Productions LLC,,,www.youtube.com/watch?v=cbDtzrqqSI4,Warframe,2
sheldon,,3,1,"26,489",FlyGunCZ,CZ,Czech Republic,www.youtube.com/watch?v=E9mS830e_K4,Goodgame Empire,67
Sohaib,,3,,"3,299",FTWitachi,US,United States,www.youtube.com/watch?v=H3bBmtALhmA,Warframe,14
Tyler,,3,,"3,241",Galucia,US,United States,www.youtube.com/watch?v=Ik9HP9o4eC4,Tera,16
Sohaib,,3,,"34,431",Gaming Extreme,UK,United Kingdom,www.youtube.com/watch?v=6sSs8m_WLko,Star Wars: The Old Republic (SWTOR),1
Sohaib,,3,,"28,720",Gaming Extreme,UK,United Kingdom,www.youtube.com/watch?v=JhYCuJFmuHU,Star Wars: The Old Republic (SWTOR),1
Sohaib,,3,,"1,512",Gaming Extreme,UK,United Kingdom,www.youtube.com/watch?v=ZjkIHkti_pQ,Star Wars: The Old Republic (SWTOR),2
Tyler,,3,,"67,294",Gaming Extreme,,,www.youtube.com/watch?v=d6Jie2ieLJ4,Star Wars: The Old Republic (SWTOR),1
Tyler,,3,,"22,567",Gaming Extreme,,,www.youtube.com/watch?v=usRleU3Lb6A,Star Wars: The Old Republic (SWTOR),1
Tyler,,3,,"4,708",Gaming Extreme,,,www.youtube.com/watch?v=fP5_n39bYEM,Star Wars: The Old Republic (SWTOR),1
Sohaib,,3,,"13,159",Gaming True Story,ES,Spain,www.youtube.com/watch?v=YMvQ1OeAMdM,Allods Online,4
Sohaib,,3,,"2,631",Gaming True Story,ES,Spain,www.youtube.com/watch?v=RJaj0dzgR4M,Allods Online,1
Sohaib,,3,,100,GamingInvasions,US,United States,www.youtube.com/watch?v=1NYmS4gNmuA,Star Wars: The Old Republic (SWTOR),1
Daan,,3,,"215,085",George Ganitis,AU,Australia,www.youtube.com/watch?v=haZ7FtWXpQc,Star Wars: The Old Republic (SWTOR),8
daan,,3,,"20,529",George Ganitis,AU,Australia,www.youtube.com/watch?v=_gAZ6JQDAm4,Star Wars: The Old Republic (SWTOR),1
daan,,3,,"2,883",George Ganitis,AU,Australia,www.youtube.com/watch?v=j7T6AG8n97I,Star Wars: The Old Republic (SWTOR),1
Preston,,3,,"3,326",George Vanous,CA,Canada,www.youtube.com/watch?v=wVnsqAzknTc,Chrono Tales,19
Preston,,3,,"2,516",George Vanous,CA,Canada,www.youtube.com/watch?v=UyL_5QK5jhE,Maple Story,1
Preston,,3,,512,George Vanous,CA,Canada,www.youtube.com/watch?v=U0FgoAE5x8o,World of Warcraft,1
Preston,,3,,11,George Vanous,CA,Canada,www.youtube.com/watch?v=ylffllRTkOQ,Minecraft,1
Tyler,,3,,"10,164",Greig Menzies,UK,United Kingdom,www.youtube.com/watch?v=gMXd64raM8Y,Warframe,4
Daan,,3,,15,Groposila Gabriel,RO,Romania,www.youtube.com/watch?v=JgmiEDx-kxw,Warframe,1
